pg_adapter_1.0.0	\N	\N	\N
20090909023322	\N	\N	\N
20090909023336	\N	\N	\N
20090909023346	\N	\N	\N
20090909023403	\N	\N	\N
20090911050510	\N	\N	\N
20090911050516	\N	\N	\N
20090919073339	\N	\N	\N
20090919204504	\N	\N	\N
20091001173531	\N	\N	\N
20091001174113	\N	\N	\N
20091023094310	\N	\N	\N
20091023095546	\N	\N	\N
20100103201027	\N	\N	\N
20100103201139	\N	\N	\N
20100316084646	\N	\N	\N
20100316084659	\N	\N	\N
20100326085538	\N	\N	\N
20100528200318	\N	\N	\N
20100624074248	\N	\N	\N
20101001034731	\N	\N	\N
20101106014611	\N	\N	\N
20101108123901	\N	\N	\N
20101213214640	\N	\N	\N
20110123005345	\N	\N	\N
20110208224235	\N	\N	\N
20110210210219	\N	\N	\N
20110213224325	\N	\N	\N
20110228205754	\N	\N	\N
20110303103325	\N	\N	\N
20110318010108	\N	\N	\N
20110318042447	\N	\N	\N
20110321192336	\N	\N	\N
20110403060904	\N	\N	\N
20110409010721	\N	\N	\N
20110419033239	\N	\N	\N
20110609004841	\N	\N	\N
20110609004928	\N	\N	\N
20110609004946	\N	\N	\N
20110627212748	\N	\N	\N
20110824001751	\N	\N	\N
20111210074434	\N	\N	\N
20120128005603	\N	\N	\N
20120328011928	\N	\N	\N
20120430195613	\N	\N	\N
20120601092900	\N	\N	\N
20120621065053	\N	\N	\N
20120621223321	\N	\N	\N
20120807024646	\N	\N	\N
20120924061056	\N	\N	\N
20120926052159	\N	\N	\N
20121011035113	\N	\N	\N
20130419192604	\N	\N	\N
20130725054748	\N	\N	\N
20130809052006	\N	\N	\N
20130828040137	\N	\N	\N
20131026213608	\N	\N	\N
20131110155400	\N	\N	\N
20131120000000	\N	\N	\N
20140115061336	\N	\N	\N
20140203073610	\N	\N	\N
20140227213926	\N	\N	\N
20140406023548	\N	\N	\N
20140708200053	\N	\N	\N
20140720200657	\N	\N	\N
20140810002525	\N	\N	\N
20140811001121	\N	\N	\N
20140811002027	\N	\N	\N
20140829040944	\N	\N	\N
20140617214540	\N	\N	\N
20150116180125	\N	\N	\N
20150414163622	\N	\N	\N
20150505122642	\N	\N	\N
20150523204431	\N	\N	\N
20150608182542	\N	\N	\N
20150610165102	\N	\N	\N
20150818011012	\N	\N	\N
20150218161152	\N	\N	\N
20151208182042	\N	\N	\N
20151221000000	\N	\N	\N
20160115145047	\N	\N	\N
20160312202000	\N	\N	\N
20151111185126	\N	\N	\N
20150819235734	\N	\N	\N
20160101152400	\N	\N	\N
20160212000000	\N	\N	\N
20160616000000	select 1	0	\N
20160610202642	select 1	0	\N
20161104000000	\N	\N	\N
20161109175500	\N	\N	\N
20161103000000	\N	\N	\N
20151205173000	\N	\N	\N
20160412152400	\N	\N	\N
20160728152400	\N	\N	\N
20160826152400	\N	\N	\N
20160806152400	\N	\N	\N
20170105152400	\N	\N	\N
20170110000000	\N	\N	\N
20170216152400	\N	\N	\N
20161214000000	\N	\N	\N
20170404000000	select 1	1	\N
20170618000000	\N	\N	\N
20170705000000	\N	\N	\N
20170617032400	\N	\N	\N
20170629000000	\N	\N	\N
20170630000000	\N	\N	\N
20170707000000	\N	\N	\N
20171018032400	\N	\N	\N
20180220032400	\N	\N	\N
20180324032400	update metadata_items set absolute_index=`index`,`index`=1 where metadata_type=18;update metadata_items set absolute_index=null where absolute_index is not null and metadata_type in (1,2)	0	\N
20180501000000	DROP index 'index_title_sort_naturalsort'	1	\N
20180531000000	select 1	1	\N
20180626000000	select 1	0	\N
20180703000000	\N	\N	\N
20180924000000	\N	\N	\N
20180928000000	\N	\N	\N
20181029131300	select 1	0	\N
20181119190600	\N	\N	\N
20181210190600	\N	\N	\N
20161017000000	\N	\N	\N
20170213173900	\N	\N	\N
20170403201322	\N	\N	\N
20170615000000	select 1	1	\N
20190130000000	select 1	0	\N
20190201190600	\N	\N	\N
20190205190600	\N	\N	\N
20190215190600	\N	\N	\N
20190218032400	\N	\N	\N
20190316132700	\N	\N	\N
20190403100000	update media_provider_resources set uri='https://podcasts.provider.plex.tv' where uri='provider://tv.plex.provider.podcasts';update media_provider_resources set uri='https://podcasts-staging.provider.plex.tv' where uri='provider://tv.plex.provider.podcasts-staging';	0	\N
20190501100000	select 1	0	\N
20190528190600	select 1	0	\N
20190520131301	delete from media_provider_resources where identifier = 'tv.plex.providers.epg.cloud';	0	\N
20190520131302	update media_provider_resources set parent_id = null where parent_id in (select parent_id from media_provider_resources where identifier = 'tv.plex.providers.epg.cloud');	0	\N
20190520131303	delete from media_provider_resources where id in (select parent_id from media_provider_resources where identifier = 'tv.plex.providers.epg.cloud');	0	\N
20190603140000	select 1	0	\N
20190612032400	\N	\N	\N
20190614032400	\N	\N	\N
20190708132500	\N	\N	\N
20190430032400	\N	\N	\N
20190111032400	select 1	0	\N
20190815130000	\N	\N	\N
20190912140000	select 1	0	\N
20180330131300	\N	\N	\N
20190801130200	select 1	0	\N
20190604032400	select 1	1	\N
20190919032400	UPDATE library_sections set agent='com.plexapp.agents.plexmusic', scanner='Plex Premium Music Scanner' where agent='tv.plex.agents.music'	0	\N
20190920032400	\N	\N	\N
20190616032400	select 1	1	\N
20191003131300	select 1	0	\N
20191213143300	select 1	1	\N
